"","KommuneNavn","Salgsaar","Areal_Bolig","Salgstid","Pris_Salg","Areal_Grund","StorGrund","Dist_skole","Dist_raadhus","Alder","AntalFremvisninger","Areal_GarageCarport","Ejd_AntalPlan"
"137","Dragør",2015,141.153846153846,187.923076923077,3610769.23076923,647.538461538462,0,1.72318511709643,2.42345956909478,30.0769230769231,8.84615384615385,12.4615384615385,1.07692307692308
"138","Dragør",2016,139.736842105263,261.578947368421,3601736.84210526,522.105263157895,0,2.10165348884152,2.30073322868271,13.7894736842105,5.84210526315789,15.4736842105263,1.21052631578947
"139","Dragør",2017,147.636363636364,128.636363636364,5116818.18181818,758.545454545455,0,1.12846358101411,1.99360842381637,33.8181818181818,6.18181818181818,22.3636363636364,1.09090909090909
"140","Dragør",2018,146.1,250.1,4176500,686,0,1.62499644481416,2.33255275650017,40,14.2,24.8,1
"141","Dragør",2019,126.909090909091,281.545454545455,3602272.72727273,864.181818181818,0.0909090909090909,2.5505708308547,2.79472650003238,40.6363636363636,16.6363636363636,29.3636363636364,1
"142","Dragør",2020,170.4375,271.5625,4618125,991.6875,0.0625,2.27229252787447,2.6175763648512,36.875,16.125,22.0625,1.0625
"143","Dragør",2021,118.363636363636,247,4819909.09090909,6320,0.545454545454545,2.23102707754814,2.93939738753193,38.4545454545455,12.2727272727273,24.3636363636364,1.18181818181818
"144","Dragør",2022,136.857142857143,155.714285714286,6935000,10265.4285714286,0.142857142857143,2.00378304816489,2.52330457253473,60,7.57142857142857,6,1
"145","Egedal",2011,117.914893617021,112.744680851064,2044978.59574468,607.212765957447,0.0212765957446809,0.839281519904838,3.43885712882125,29.1489361702128,5.76595744680851,10.8510638297872,0.765957446808511
"146","Egedal",2012,125.446428571429,214.928571428571,2071785.71428571,3493.78571428571,0.0892857142857143,0.871026692618463,3.34637794298912,34.5535714285714,6.33928571428571,15.5714285714286,1.16071428571429
"147","Egedal",2013,131.125,261.017857142857,2004107.14285714,2985.46428571429,0.125,0.770445119469923,3.64459632100852,34.2142857142857,7.80357142857143,15.875,1.23214285714286
"148","Egedal",2014,128.75,230.708333333333,2240487.96291667,2618.5,0.125,0.995099999277079,3.56544930077023,36.7638888888889,7.5,15.3611111111111,1.06944444444444
